,Train Loss
1139,tensor(1.9129)
1140,tensor(2.5261)
1141,tensor(3.1185)
1142,tensor(2.7728)
1143,tensor(4.1269)
1144,tensor(2.1620)
1145,tensor(2.1897)
1146,tensor(3.8850)
1147,tensor(3.1404)
1148,tensor(4.4030)
1149,tensor(3.1857)
1150,tensor(2.7797)
1151,tensor(1.8762)
1152,tensor(2.5018)
1153,tensor(3.8041)
1154,tensor(3.3806)
1155,tensor(3.6472)
1156,tensor(3.4023)
1157,tensor(2.3570)
1158,tensor(2.8085)
1159,tensor(4.7644)
1160,tensor(1.9622)
1161,tensor(4.5291)
1162,tensor(3.5005)
1163,tensor(2.4877)
1164,tensor(2.7939)
1165,tensor(2.7110)
1166,tensor(4.3278)
1167,tensor(3.0195)
1168,tensor(3.7548)
1169,tensor(2.0157)
1170,tensor(6.1296)
1171,tensor(2.8040)
1172,tensor(3.6981)
1173,tensor(2.2875)
1174,tensor(3.8367)
1175,tensor(2.2119)
1176,tensor(2.0410)
1177,tensor(3.0528)
1178,tensor(1.7469)
1179,tensor(5.0084)
1180,tensor(3.5185)
1181,tensor(2.2345)
1182,tensor(3.4231)
1183,tensor(2.9240)
1184,tensor(2.2245)
1185,tensor(2.7439)
1186,tensor(2.6302)
1187,tensor(2.8140)
1188,tensor(4.0824)
1189,tensor(4.0746)
1190,tensor(1.9590)
1191,tensor(3.9236)
1192,tensor(3.0104)
1193,tensor(2.3115)
1194,tensor(2.6384)
1195,tensor(3.1052)
1196,tensor(1.8525)
1197,tensor(2.9113)
1198,tensor(3.2373)
1199,tensor(2.6507)
1200,tensor(2.5197)
1201,tensor(2.0376)
1202,tensor(2.6898)
1203,tensor(2.7115)
1204,tensor(3.6670)
1205,tensor(3.7292)
1206,tensor(3.2215)
1207,tensor(2.9588)
1208,tensor(1.6824)
1209,tensor(3.4524)
1210,tensor(2.0079)
1211,tensor(3.8942)
1212,tensor(2.2668)
1213,tensor(2.5724)
1214,tensor(2.7158)
1215,tensor(2.9347)
1216,tensor(3.2609)
1217,tensor(3.0099)
1218,tensor(2.8850)
1219,tensor(3.8480)
1220,tensor(2.0489)
1221,tensor(2.7962)
1222,tensor(4.0691)
1223,tensor(2.9152)
1224,tensor(2.4074)
1225,tensor(3.7781)
1226,tensor(2.2063)
1227,tensor(3.4179)
1228,tensor(2.9476)
1229,tensor(2.3483)
1230,tensor(3.9394)
1231,tensor(5.8717)
1232,tensor(3.9924)
1233,tensor(3.6281)
1234,tensor(2.9625)
1235,tensor(2.5770)
1236,tensor(3.8762)
1237,tensor(3.4636)
1238,tensor(2.6597)
1239,tensor(2.4155)
1240,tensor(5.0283)
1241,tensor(3.0725)
1242,tensor(2.4939)
1243,tensor(2.7721)
1244,tensor(3.2245)
1245,tensor(1.7355)
1246,tensor(4.6046)
1247,tensor(3.3150)
1248,tensor(2.7580)
1249,tensor(2.5886)
1250,tensor(3.1151)
1251,tensor(3.1203)
1252,tensor(2.1787)
1253,tensor(2.2392)
1254,tensor(1.6908)
1255,tensor(2.9751)
1256,tensor(3.8344)
1257,tensor(2.4573)
1258,tensor(2.3641)
1259,tensor(2.2797)
1260,tensor(3.4907)
1261,tensor(2.4887)
1262,tensor(2.1762)
1263,tensor(2.3290)
1264,tensor(3.0411)
1265,tensor(4.6954)
1266,tensor(2.9281)
1267,tensor(1.8425)
1268,tensor(3.2037)
1269,tensor(3.0177)
1270,tensor(1.6630)
1271,tensor(2.3684)
1272,tensor(3.4854)
1273,tensor(2.2437)
1274,tensor(2.4042)
1275,tensor(2.7727)
1276,tensor(2.5521)
1277,tensor(3.2187)
1278,tensor(6.5648)
1279,tensor(2.7474)
1280,tensor(4.5456)
1281,tensor(1.9495)
1282,tensor(1.8055)
1283,tensor(3.1838)
1284,tensor(2.3061)
1285,tensor(3.2409)
1286,tensor(3.0311)
1287,tensor(3.0948)
1288,tensor(2.2234)
1289,tensor(3.0041)
1290,tensor(2.1632)
1291,tensor(3.2735)
1292,tensor(2.1189)
1293,tensor(2.9197)
1294,tensor(1.6038)
1295,tensor(2.1397)
1296,tensor(3.2339)
1297,tensor(3.9364)
1298,tensor(2.2043)
1299,tensor(2.8397)
1300,tensor(4.1175)
1301,tensor(3.0610)
1302,tensor(3.0426)
1303,tensor(2.3509)
1304,tensor(2.4030)
1305,tensor(4.1677)
1306,tensor(1.8152)
1307,tensor(4.6514)
1308,tensor(3.0627)
1309,tensor(2.3737)
1310,tensor(3.2911)
1311,tensor(1.6335)
1312,tensor(2.2769)
1313,tensor(2.1460)
1314,tensor(2.3694)
1315,tensor(2.9455)
1316,tensor(3.2795)
1317,tensor(2.9536)
1318,tensor(3.4655)
1319,tensor(3.3969)
1320,tensor(2.0521)
1321,tensor(6.6673)
1322,tensor(3.9645)
1323,tensor(3.0280)
1324,tensor(3.4743)
1325,tensor(2.4870)
1326,tensor(4.4787)
1327,tensor(3.0806)
1328,tensor(3.9965)
1329,tensor(4.0336)
1330,tensor(2.4447)
1331,tensor(3.0385)
1332,tensor(2.6765)
1333,tensor(3.4784)
1334,tensor(3.4151)
1335,tensor(5.1439)
1336,tensor(4.0680)
1337,tensor(2.3100)
1338,tensor(2.4395)
1339,tensor(3.4159)
1340,tensor(3.4545)
1341,tensor(3.2012)
1342,tensor(2.9738)
1343,tensor(2.3570)
1344,tensor(3.1822)
1345,tensor(2.6671)
1346,tensor(3.7236)
1347,tensor(2.1454)
1348,tensor(1.9692)
1349,tensor(2.4091)
1350,tensor(2.4187)
1351,tensor(2.1891)
1352,tensor(2.5503)
1353,tensor(3.4558)
1354,tensor(4.1196)
1355,tensor(3.3929)
1356,tensor(5.5722)
1357,tensor(3.2316)
1358,tensor(3.4106)
1359,tensor(2.8819)
1360,tensor(3.4822)
1361,tensor(1.9743)
1362,tensor(2.1630)
1363,tensor(2.8509)
1364,tensor(2.7039)
1365,tensor(3.7380)
1366,tensor(3.6520)
1367,tensor(3.2871)
1368,tensor(2.2207)
1369,tensor(3.7887)
1370,tensor(2.6573)
1371,tensor(4.6607)
1372,tensor(3.0248)
1373,tensor(2.0548)
1374,tensor(3.8524)
1375,tensor(3.4860)
1376,tensor(6.5069)
1377,tensor(3.4517)
1378,tensor(2.4859)
1379,tensor(2.1516)
1380,tensor(2.7363)
1381,tensor(3.9036)
1382,tensor(2.9288)
1383,tensor(2.6830)
1384,tensor(2.6289)
1385,tensor(3.2746)
1386,tensor(2.9441)
1387,tensor(2.0683)
1388,tensor(2.5897)
1389,tensor(2.8459)
1390,tensor(3.1811)
1391,tensor(3.2362)
1392,tensor(3.7470)
1393,tensor(2.6655)
1394,tensor(3.7686)
1395,tensor(2.6084)
1396,tensor(2.9383)
1397,tensor(1.9529)
1398,tensor(2.5482)
1399,tensor(2.2027)
1400,tensor(2.3416)
1401,tensor(2.3672)
1402,tensor(2.1757)
1403,tensor(2.6366)
1404,tensor(5.0447)
1405,tensor(2.5316)
1406,tensor(1.7034)
1407,tensor(1.7248)
1408,tensor(3.1652)
1409,tensor(2.8676)
1410,tensor(1.9585)
1411,tensor(5.0957)
1412,tensor(2.3493)
1413,tensor(2.1592)
1414,tensor(2.9784)
1415,tensor(2.4737)
1416,tensor(3.3688)
1417,tensor(2.6059)
1418,tensor(3.3568)
1419,tensor(2.8857)
1420,tensor(2.3693)
1421,tensor(3.4262)
1422,tensor(2.7990)
1423,tensor(2.6463)
1424,tensor(4.4615)
1425,tensor(3.0411)
1426,tensor(2.4604)
1427,tensor(2.7190)
1428,tensor(3.1054)
1429,tensor(2.5511)
1430,tensor(3.4773)
1431,tensor(2.5179)
1432,tensor(2.0387)
1433,tensor(2.4293)
1434,tensor(3.8804)
1435,tensor(5.3526)
1436,tensor(3.1464)
1437,tensor(2.0077)
1438,tensor(1.7153)
1439,tensor(2.8028)
1440,tensor(3.1666)
1441,tensor(2.7305)
1442,tensor(3.0083)
1443,tensor(1.8721)
1444,tensor(3.7127)
1445,tensor(2.3412)
1446,tensor(3.7159)
1447,tensor(2.6591)
1448,tensor(2.6974)
1449,tensor(3.1096)
1450,tensor(1.8548)
1451,tensor(2.7353)
1452,tensor(4.9773)
1453,tensor(3.4357)
1454,tensor(6.3826)
1455,tensor(3.8886)
1456,tensor(2.6532)
1457,tensor(2.0915)
1458,tensor(2.5345)
1459,tensor(2.9584)
1460,tensor(3.4298)
1461,tensor(2.6277)
1462,tensor(2.5415)
1463,tensor(2.8467)
1464,tensor(3.2934)
1465,tensor(1.9913)
1466,tensor(3.0756)
1467,tensor(4.0316)
1468,tensor(2.9952)
1469,tensor(3.6287)
1470,tensor(2.6626)
1471,tensor(4.8502)
1472,tensor(3.6237)
1473,tensor(4.0972)
1474,tensor(2.2224)
1475,tensor(2.6157)
1476,tensor(2.4099)
1477,tensor(3.5243)
1478,tensor(3.9716)
1479,tensor(2.9579)
1480,tensor(3.8887)
1481,tensor(2.5570)
1482,tensor(3.4516)
1483,tensor(2.7216)
1484,tensor(3.1060)
1485,tensor(2.9318)
1486,tensor(2.8840)
1487,tensor(2.0887)
1488,tensor(2.5047)
1489,tensor(2.9888)
1490,tensor(3.4202)
1491,tensor(2.3254)
1492,tensor(2.9389)
1493,tensor(2.7935)
1494,tensor(4.1028)
1495,tensor(2.0906)
1496,tensor(2.7307)
1497,tensor(4.7353)
1498,tensor(3.0311)
1499,tensor(2.8164)
1500,tensor(2.5148)
1501,tensor(3.7725)
1502,tensor(3.7448)
1503,tensor(2.3854)
1504,tensor(2.9003)
1505,tensor(3.3872)
1506,tensor(2.1226)
1507,tensor(3.8198)
1508,tensor(4.9619)
1509,tensor(3.1251)
1510,tensor(2.9773)
1511,tensor(1.7679)
1512,tensor(2.1830)
1513,tensor(3.5715)
1514,tensor(4.4876)
1515,tensor(3.9281)
1516,tensor(3.0483)
1517,tensor(2.6748)
1518,tensor(2.7599)
1519,tensor(2.5424)
1520,tensor(2.0708)
1521,tensor(2.7549)
1522,tensor(2.6016)
1523,tensor(2.8284)
1524,tensor(1.9267)
1525,tensor(1.8433)
1526,tensor(2.2270)
1527,tensor(2.1078)
1528,tensor(3.6846)
1529,tensor(4.8787)
1530,tensor(6.1284)
1531,tensor(2.5506)
1532,tensor(2.1079)
1533,tensor(4.0320)
1534,tensor(1.9166)
1535,tensor(2.4420)
1536,tensor(3.6555)
1537,tensor(2.1087)
1538,tensor(1.9510)
1539,tensor(2.9992)
1540,tensor(3.7652)
1541,tensor(3.6306)
1542,tensor(2.9537)
1543,tensor(2.0290)
1544,tensor(2.1109)
1545,tensor(3.4453)
1546,tensor(3.3824)
1547,tensor(2.5464)
1548,tensor(2.7412)
1549,tensor(3.0165)
1550,tensor(3.0013)
1551,tensor(3.6713)
1552,tensor(4.0928)
1553,tensor(3.5056)
1554,tensor(2.3787)
1555,tensor(2.2937)
1556,tensor(3.5436)
1557,tensor(2.6811)
1558,tensor(2.6349)
1559,tensor(4.5931)
1560,tensor(2.6050)
1561,tensor(2.2102)
1562,tensor(3.6284)
1563,tensor(4.4047)
1564,tensor(1.7968)
1565,tensor(2.4404)
1566,tensor(4.2679)
1567,tensor(3.1041)
1568,tensor(2.0073)
1569,tensor(3.8055)
1570,tensor(4.1766)
1571,tensor(2.0016)
1572,tensor(2.2868)
1573,tensor(2.8411)
1574,tensor(3.5402)
1575,tensor(4.2031)
1576,tensor(3.2363)
1577,tensor(2.4100)
1578,tensor(3.0417)
1579,tensor(2.4932)
1580,tensor(2.8866)
1581,tensor(4.0612)
1582,tensor(3.1699)
1583,tensor(3.0196)
1584,tensor(3.5495)
1585,tensor(3.3566)
1586,tensor(3.8264)
1587,tensor(1.9644)
1588,tensor(3.7100)
1589,tensor(2.8779)
1590,tensor(2.0326)
1591,tensor(2.2715)
1592,tensor(3.0164)
1593,tensor(5.4550)
1594,tensor(3.5408)
1595,tensor(1.9806)
1596,tensor(2.0532)
1597,tensor(2.1917)
1598,tensor(1.9071)
1599,tensor(1.7135)
1600,tensor(1.9771)
1601,tensor(2.0232)
1602,tensor(2.9779)
1603,tensor(2.5550)
1604,tensor(3.0386)
1605,tensor(2.7964)
1606,tensor(2.6954)
1607,tensor(2.6321)
1608,tensor(2.5783)
1609,tensor(2.3460)
1610,tensor(2.6039)
1611,tensor(4.2349)
1612,tensor(3.4871)
1613,tensor(2.7706)
1614,tensor(2.5086)
1615,tensor(3.3228)
1616,tensor(4.6813)
1617,tensor(5.6272)
1618,tensor(2.5841)
1619,tensor(2.2485)
1620,tensor(2.2526)
1621,tensor(2.3808)
1622,tensor(2.7134)
1623,tensor(3.1895)
1624,tensor(2.6705)
1625,tensor(3.9486)
1626,tensor(3.1015)
1627,tensor(3.6942)
1628,tensor(2.8227)
1629,tensor(3.8413)
1630,tensor(2.7959)
1631,tensor(2.7139)
1632,tensor(2.1482)
1633,tensor(2.4030)
1634,tensor(3.0852)
1635,tensor(1.9047)
1636,tensor(3.0517)
1637,tensor(2.3478)
1638,tensor(3.1139)
1639,tensor(2.8037)
1640,tensor(2.8399)
1641,tensor(3.0545)
1642,tensor(2.1720)
1643,tensor(2.3121)
1644,tensor(3.0075)
1645,tensor(2.1807)
1646,tensor(2.4818)
1647,tensor(2.9768)
1648,tensor(3.3020)
1649,tensor(3.0439)
1650,tensor(2.6180)
1651,tensor(2.1392)
1652,tensor(2.7917)
1653,tensor(2.2767)
1654,tensor(3.3010)
1655,tensor(2.1806)
1656,tensor(2.6810)
1657,tensor(2.5249)
1658,tensor(3.5719)
1659,tensor(1.9034)
1660,tensor(2.6516)
1661,tensor(2.3504)
1662,tensor(1.9599)
1663,tensor(4.1959)
1664,tensor(2.6645)
1665,tensor(2.8460)
1666,tensor(2.8627)
1667,tensor(2.3946)
1668,tensor(3.4608)
1669,tensor(3.8413)
1670,tensor(2.6760)
1671,tensor(2.9912)
1672,tensor(2.8419)
1673,tensor(2.2067)
1674,tensor(2.1658)
1675,tensor(1.9954)
1676,tensor(3.9123)
1677,tensor(2.7513)
1678,tensor(2.6222)
1679,tensor(3.1835)
1680,tensor(3.0280)
1681,tensor(4.1558)
1682,tensor(2.6596)
1683,tensor(2.1174)
1684,tensor(3.3876)
1685,tensor(1.8365)
1686,tensor(1.9580)
1687,tensor(3.4177)
1688,tensor(1.8391)
1689,tensor(3.0627)
1690,tensor(2.3379)
1691,tensor(4.0481)
1692,tensor(4.6698)
1693,tensor(2.2360)
1694,tensor(2.1541)
1695,tensor(3.1919)
1696,tensor(2.6515)
1697,tensor(2.5250)
1698,tensor(1.7449)
1699,tensor(4.0518)
1700,tensor(3.5790)
1701,tensor(3.5927)
1702,tensor(3.1047)
1703,tensor(2.7348)
1704,tensor(3.2800)
1705,tensor(2.5843)
1706,tensor(4.3392)
1707,tensor(2.6918)
1708,tensor(1.9843)
1709,tensor(2.1673)
1710,tensor(2.4074)
1711,tensor(2.8549)
1712,tensor(2.7385)
1713,tensor(2.6371)
1714,tensor(3.7596)
1715,tensor(2.7953)
1716,tensor(2.0325)
1717,tensor(1.9760)
1718,tensor(3.5726)
1719,tensor(3.0378)
1720,tensor(4.2771)
1721,tensor(4.7238)
1722,tensor(2.8706)
1723,tensor(2.1986)
1724,tensor(3.0398)
1725,tensor(2.5841)
1726,tensor(3.6785)
1727,tensor(3.4262)
1728,tensor(3.1220)
1729,tensor(3.5407)
1730,tensor(1.8526)
1731,tensor(2.4154)
1732,tensor(4.0099)
1733,tensor(2.6270)
1734,tensor(2.5858)
1735,tensor(2.1719)
1736,tensor(2.6719)
1737,tensor(3.4928)
1738,tensor(3.7199)
1739,tensor(3.1061)
1740,tensor(5.1315)
1741,tensor(2.9219)
1742,tensor(3.8673)
1743,tensor(2.4506)
1744,tensor(2.3267)
1745,tensor(3.2748)
1746,tensor(4.1887)
1747,tensor(1.8978)
1748,tensor(2.3805)
1749,tensor(6.3304)
1750,tensor(2.7400)
1751,tensor(3.2985)
1752,tensor(2.8980)
1753,tensor(2.7355)
1754,tensor(2.2596)
1755,tensor(4.2095)
1756,tensor(2.5502)
1757,tensor(2.4141)
1758,tensor(2.1551)
1759,tensor(2.8704)
1760,tensor(2.9200)
1761,tensor(3.8279)
1762,tensor(2.8004)
1763,tensor(2.6427)
1764,tensor(2.7746)
1765,tensor(6.8305)
1766,tensor(1.7289)
1767,tensor(2.8474)
1768,tensor(3.4239)
1769,tensor(2.9001)
1770,tensor(2.9533)
1771,tensor(5.0248)
1772,tensor(3.0743)
1773,tensor(2.7272)
1774,tensor(3.7298)
1775,tensor(3.0314)
1776,tensor(3.1048)
1777,tensor(3.2639)
1778,tensor(2.4945)
1779,tensor(2.3809)
1780,tensor(2.5544)
1781,tensor(2.6849)
1782,tensor(2.4486)
1783,tensor(2.3665)
1784,tensor(3.5384)
1785,tensor(2.3060)
1786,tensor(3.2009)
1787,tensor(3.6607)
1788,tensor(3.5904)
1789,tensor(2.8359)
1790,tensor(4.3226)
1791,tensor(2.3322)
1792,tensor(3.0753)
1793,tensor(2.9455)
1794,tensor(3.0585)
1795,tensor(2.9505)
1796,tensor(5.3568)
1797,tensor(2.0057)
1798,tensor(2.7278)
1799,tensor(2.1420)
1800,tensor(5.1139)
1801,tensor(2.8976)
1802,tensor(4.2646)
1803,tensor(2.3586)
1804,tensor(2.7786)
1805,tensor(2.5127)
1806,tensor(2.7936)
1807,tensor(5.5672)
1808,tensor(1.9630)
1809,tensor(3.0490)
1810,tensor(1.9337)
1811,tensor(2.4625)
1812,tensor(3.1752)
1813,tensor(2.9818)
1814,tensor(2.5348)
1815,tensor(4.0046)
1816,tensor(2.8368)
1817,tensor(2.1445)
1818,tensor(2.0101)
1819,tensor(4.8235)
1820,tensor(3.4989)
1821,tensor(2.3832)
1822,tensor(2.2492)
1823,tensor(3.2392)
1824,tensor(2.7590)
1825,tensor(2.1004)
1826,tensor(1.9465)
1827,tensor(3.0544)
1828,tensor(2.3437)
1829,tensor(2.8936)
1830,tensor(2.0472)
1831,tensor(3.9405)
1832,tensor(3.0501)
1833,tensor(2.2675)
1834,tensor(4.4829)
1835,tensor(3.0717)
1836,tensor(2.3007)
1837,tensor(2.4554)
1838,tensor(2.6851)
1839,tensor(2.7723)
1840,tensor(2.2644)
1841,tensor(2.8420)
1842,tensor(3.0900)
1843,tensor(2.4222)
1844,tensor(4.5974)
1845,tensor(2.2692)
1846,tensor(2.2859)
1847,tensor(2.3598)
1848,tensor(2.6630)
1849,tensor(3.1065)
1850,tensor(2.7241)
1851,tensor(2.2529)
1852,tensor(1.7582)
1853,tensor(4.8289)
1854,tensor(2.4305)
1855,tensor(2.2276)
1856,tensor(3.4271)
1857,tensor(5.8386)
1858,tensor(2.5851)
1859,tensor(4.4707)
1860,tensor(2.5309)
1861,tensor(2.7428)
1862,tensor(2.3948)
1863,tensor(2.8275)
1864,tensor(2.5929)
1865,tensor(2.8074)
1866,tensor(2.7322)
1867,tensor(3.6480)
1868,tensor(2.3328)
1869,tensor(4.2520)
1870,tensor(2.1505)
1871,tensor(1.5786)
1872,tensor(6.6187)
1873,tensor(2.5627)
1874,tensor(2.6626)
1875,tensor(3.5227)
1876,tensor(3.0038)
1877,tensor(4.7625)
1878,tensor(2.8957)
1879,tensor(3.3087)
1880,tensor(5.6962)
1881,tensor(1.8719)
1882,tensor(4.2217)
1883,tensor(3.0751)
1884,tensor(2.4546)
1885,tensor(2.6208)
1886,tensor(3.0247)
1887,tensor(3.7898)
1888,tensor(3.5620)
1889,tensor(3.0930)
1890,tensor(2.5996)
1891,tensor(2.0437)
1892,tensor(1.8562)
1893,tensor(3.0093)
1894,tensor(1.8037)
1895,tensor(2.8596)
1896,tensor(2.8448)
1897,tensor(3.9134)
1898,tensor(3.9655)
1899,tensor(6.7712)
1900,tensor(1.7497)
1901,tensor(3.2639)
1902,tensor(2.0537)
1903,tensor(2.6640)
1904,tensor(2.7421)
1905,tensor(3.9546)
1906,tensor(3.0341)
1907,tensor(2.4497)
1908,tensor(2.5923)
1909,tensor(3.0394)
1910,tensor(3.2009)
1911,tensor(4.5943)
1912,tensor(2.3774)
1913,tensor(2.5118)
1914,tensor(1.8573)
1915,tensor(2.6772)
1916,tensor(2.3421)
1917,tensor(2.9689)
1918,tensor(2.2707)
1919,tensor(2.4343)
1920,tensor(2.5660)
1921,tensor(2.4350)
1922,tensor(4.0056)
1923,tensor(3.1858)
1924,tensor(2.0308)
1925,tensor(2.8475)
1926,tensor(3.7052)
1927,tensor(2.4732)
1928,tensor(2.4374)
1929,tensor(4.6890)
1930,tensor(2.8300)
1931,tensor(4.3588)
1932,tensor(4.5689)
1933,tensor(2.7009)
1934,tensor(4.2875)
1935,tensor(4.3679)
1936,tensor(2.1470)
1937,tensor(1.6829)
1938,tensor(3.0832)
1939,tensor(2.4189)
1940,tensor(2.6929)
1941,tensor(3.6024)
1942,tensor(1.7841)
1943,tensor(2.3396)
1944,tensor(2.9439)
1945,tensor(3.9907)
1946,tensor(3.5085)
1947,tensor(2.4435)
1948,tensor(3.7635)
1949,tensor(2.9583)
1950,tensor(2.4449)
1951,tensor(2.5153)
1952,tensor(2.3160)
1953,tensor(3.5332)
1954,tensor(4.5164)
1955,tensor(3.3176)
1956,tensor(3.5123)
1957,tensor(2.4572)
1958,tensor(2.2468)
1959,tensor(2.9750)
1960,tensor(1.7890)
1961,tensor(1.7259)
1962,tensor(3.4666)
1963,tensor(3.3446)
1964,tensor(2.3502)
1965,tensor(3.0940)
1966,tensor(1.8744)
1967,tensor(1.8089)
1968,tensor(2.3925)
1969,tensor(4.1156)
1970,tensor(4.2481)
1971,tensor(5.6447)
1972,tensor(2.1555)
1973,tensor(1.8030)
1974,tensor(2.9911)
1975,tensor(2.6133)
1976,tensor(2.0720)
1977,tensor(2.6218)
1978,tensor(2.5424)
1979,tensor(2.2292)
1980,tensor(2.9394)
1981,tensor(2.8711)
1982,tensor(2.6402)
1983,tensor(2.7688)
1984,tensor(2.1912)
1985,tensor(3.7384)
1986,tensor(3.5839)
1987,tensor(2.7447)
1988,tensor(3.6675)
1989,tensor(2.7228)
1990,tensor(1.8962)
1991,tensor(2.5307)
1992,tensor(3.9557)
1993,tensor(3.6922)
1994,tensor(1.9871)
1995,tensor(2.8788)
1996,tensor(3.9056)
1997,tensor(3.6546)
1998,tensor(2.4160)
1999,tensor(3.6596)
2000,tensor(1.7914)
2001,tensor(3.6703)
2002,tensor(3.6125)
2003,tensor(3.3824)
2004,tensor(3.4962)
2005,tensor(4.5238)
2006,tensor(2.6960)
2007,tensor(2.9919)
2008,tensor(1.9047)
2009,tensor(2.3657)
2010,tensor(2.8181)
2011,tensor(2.6011)
2012,tensor(3.2063)
2013,tensor(2.4764)
2014,tensor(2.8066)
2015,tensor(3.1337)
2016,tensor(3.5751)
2017,tensor(4.3330)
2018,tensor(2.7786)
2019,tensor(2.0281)
2020,tensor(1.7303)
2021,tensor(4.5966)
2022,tensor(2.7132)
2023,tensor(3.1744)
2024,tensor(2.1741)
2025,tensor(1.7029)
2026,tensor(2.0453)
2027,tensor(2.3152)
2028,tensor(2.3585)
2029,tensor(2.6255)
2030,tensor(2.8764)
2031,tensor(2.1383)
2032,tensor(3.1464)
2033,tensor(1.7517)
2034,tensor(2.6381)
2035,tensor(2.7531)
2036,tensor(2.8462)
2037,tensor(6.1508)
2038,tensor(2.4194)
2039,tensor(2.3875)
2040,tensor(2.4473)
2041,tensor(2.9660)
2042,tensor(2.5410)
2043,tensor(2.2264)
2044,tensor(2.7261)
2045,tensor(3.6107)
2046,tensor(2.4784)
2047,tensor(5.0866)
2048,tensor(2.7466)
2049,tensor(3.0065)
2050,tensor(1.8190)
2051,tensor(2.1243)
2052,tensor(2.0232)
2053,tensor(3.3697)
2054,tensor(2.4096)
2055,tensor(2.7918)
2056,tensor(2.8988)
2057,tensor(2.2682)
2058,tensor(4.0957)
2059,tensor(2.4673)
2060,tensor(2.9445)
2061,tensor(4.4021)
2062,tensor(1.8163)
2063,tensor(3.2372)
2064,tensor(3.5759)
2065,tensor(1.9677)
2066,tensor(2.5493)
2067,tensor(4.9435)
2068,tensor(3.9929)
2069,tensor(2.6606)
2070,tensor(2.3738)
2071,tensor(3.1732)
2072,tensor(2.9157)
2073,tensor(2.6001)
2074,tensor(3.8370)
2075,tensor(3.2095)
2076,tensor(1.8676)
2077,tensor(2.3492)
2078,tensor(2.2158)
2079,tensor(3.2443)
2080,tensor(2.6410)
2081,tensor(2.8262)
2082,tensor(1.5909)
2083,tensor(2.9419)
2084,tensor(3.7627)
2085,tensor(2.8859)
2086,tensor(2.5712)
2087,tensor(2.6770)
2088,tensor(2.5160)
2089,tensor(3.8105)
2090,tensor(2.0373)
2091,tensor(3.1367)
2092,tensor(3.7107)
2093,tensor(3.4892)
2094,tensor(2.3783)
2095,tensor(1.9511)
2096,tensor(2.3514)
2097,tensor(2.6783)
2098,tensor(1.9535)
2099,tensor(2.4926)
2100,tensor(4.4458)
2101,tensor(2.1352)
2102,tensor(2.6797)
2103,tensor(1.5973)
2104,tensor(2.7917)
2105,tensor(1.8003)
2106,tensor(3.9707)
2107,tensor(2.9766)
2108,tensor(2.3273)
2109,tensor(2.9716)
2110,tensor(3.5845)
2111,tensor(3.5218)
2112,tensor(2.5846)
2113,tensor(2.4488)
2114,tensor(3.5437)
2115,tensor(3.2334)
2116,tensor(5.5380)
2117,tensor(2.3486)
2118,tensor(4.9791)
2119,tensor(3.7553)
2120,tensor(4.4198)
2121,tensor(2.8742)
2122,tensor(3.3609)
2123,tensor(2.5378)
2124,tensor(2.6379)
2125,tensor(2.6460)
2126,tensor(2.1843)
2127,tensor(2.3624)
2128,tensor(2.2240)
2129,tensor(1.9674)
2130,tensor(2.4479)
2131,tensor(1.9843)
2132,tensor(2.5538)
2133,tensor(3.7203)
2134,tensor(3.4450)
2135,tensor(1.8672)
2136,tensor(2.0233)
2137,tensor(3.7649)
2138,tensor(2.6383)
2139,tensor(2.1133)
2140,tensor(2.2026)
2141,tensor(2.4158)
2142,tensor(5.9005)
2143,tensor(2.6399)
2144,tensor(3.2890)
2145,tensor(2.7906)
2146,tensor(2.8694)
2147,tensor(4.6685)
2148,tensor(3.0986)
2149,tensor(2.0537)
2150,tensor(2.3460)
2151,tensor(2.1195)
2152,tensor(5.2109)
2153,tensor(3.2548)
2154,tensor(2.0137)
2155,tensor(4.5170)
2156,tensor(2.4269)
2157,tensor(1.7562)
2158,tensor(3.8130)
2159,tensor(2.2102)
2160,tensor(2.5679)
2161,tensor(2.8860)
2162,tensor(2.9477)
2163,tensor(3.1786)
2164,tensor(2.9521)
2165,tensor(2.7111)
2166,tensor(3.8808)
2167,tensor(2.9532)
2168,tensor(2.7713)
2169,tensor(2.5261)
2170,tensor(2.3451)
2171,tensor(2.5451)
2172,tensor(2.0686)
2173,tensor(2.3243)
2174,tensor(3.2821)
2175,tensor(2.5844)
2176,tensor(2.1196)
2177,tensor(1.8731)
2178,tensor(2.2657)
2179,tensor(3.3032)
2180,tensor(3.9265)
2181,tensor(2.2928)
2182,tensor(3.8325)
2183,tensor(3.7822)
2184,tensor(3.5019)
2185,tensor(3.0150)
2186,tensor(3.1972)
2187,tensor(4.0977)
2188,tensor(3.5008)
2189,tensor(4.9374)
2190,tensor(2.7355)
2191,tensor(2.0118)
2192,tensor(3.1251)
2193,tensor(3.0205)
2194,tensor(2.6912)
2195,tensor(3.8182)
2196,tensor(3.1165)
2197,tensor(2.5802)
2198,tensor(2.4439)
2199,tensor(2.4574)
2200,tensor(1.7794)
2201,tensor(7.0761)
2202,tensor(2.9154)
2203,tensor(4.0640)
2204,tensor(3.0474)
2205,tensor(2.2986)
2206,tensor(3.0028)
2207,tensor(2.3397)
2208,tensor(3.9865)
2209,tensor(2.7790)
2210,tensor(1.8698)
2211,tensor(2.4680)
2212,tensor(2.2895)
2213,tensor(2.3215)
2214,tensor(3.6541)
